,seq,ni,no1,no2,F1_emp,F2_emp,F1_model
214,"(0, 0, 1, 1, 0, 1, 0, 1, 1, 0)",1081,254,171,-0.6427643556679203,-0.6905453025431512,-0.7508353
215,"(0, 0, 1, 1, 0, 1, 0, 1, 1, 1)",1016,272,193,-0.5126020422835198,-0.5082275569354091,-0.6362188
216,"(0, 0, 1, 1, 0, 1, 1, 0, 0, 0)",1234,1550,868,1.0303674726945418,0.797043556253137,1.211438
217,"(0, 0, 1, 1, 0, 1, 1, 0, 0, 1)",825,1399,720,1.3301713006624523,1.0125710438137936,1.2600113
218,"(0, 0, 1, 1, 0, 1, 1, 0, 1, 0)",690,876,428,1.0409057271845936,0.6718437752101698,1.1300763
219,"(0, 0, 1, 1, 0, 1, 1, 0, 1, 1)",640,841,517,1.075289115901737,0.9354724653886357,1.2175868
220,"(0, 0, 1, 1, 0, 1, 1, 1, 0, 0)",1732,1951,1195,0.9215390358375122,0.7776553248447936,1.1047211
221,"(0, 0, 1, 1, 0, 1, 1, 1, 0, 1)",1329,1157,721,0.6640539954972214,0.5376175977268494,1.204018
222,"(0, 0, 1, 1, 0, 1, 1, 1, 1, 0)",1033,993,552,0.76308571016828,0.522694626503783,0.9493228
223,"(0, 0, 1, 1, 0, 1, 1, 1, 1, 1)",907,819,504,0.7005985202370859,0.5618407307238892,1.1170086
224,"(0, 0, 1, 1, 1, 0, 0, 0, 0, 0)",48,16,7,-0.25606839547433013,-0.6638520763809681,0.21557847
225,"(0, 0, 1, 1, 1, 0, 0, 0, 0, 1)",30,55,36,1.3939030448300833,1.325457388208901,0.5909729
226,"(0, 0, 1, 1, 1, 0, 0, 0, 1, 0)",51,20,12,-0.10418272227792391,-0.23776768107006796,-0.1261316
227,"(0, 0, 1, 1, 1, 0, 0, 0, 1, 1)",67,132,70,1.4733799816257274,1.1916988519150313,0.2528691
228,"(0, 0, 1, 1, 1, 0, 0, 1, 0, 0)",46,26,11,0.24822782287435097,-0.2167142718722357,-0.19595599
229,"(0, 0, 1, 1, 1, 0, 0, 1, 0, 1)",159,130,82,0.602562066547405,0.4921934726125937,0.17347765
230,"(0, 0, 1, 1, 1, 0, 0, 1, 1, 0)",83,21,6,-0.5372357869049174,-1.3363799697381777,-0.45767522
231,"(0, 0, 1, 1, 1, 0, 0, 1, 1, 1)",58,28,2,0.09229694466083505,-1.830398475187787,-0.16360337
232,"(0, 0, 1, 1, 1, 0, 1, 0, 0, 0)",46,102,85,1.5871199450996576,1.7527263745932717,1.2831028
233,"(0, 0, 1, 1, 1, 0, 1, 0, 0, 1)",69,82,23,0.9728839243273193,0.07808526834840923,1.2960308
234,"(0, 0, 1, 1, 1, 0, 1, 0, 1, 0)",53,78,39,1.1830023644828276,0.8484220875994845,1.2604221
235,"(0, 0, 1, 1, 1, 0, 1, 0, 1, 1)",45,93,51,1.5171919443609894,1.2711290021421549,1.2847638
236,"(0, 0, 1, 1, 1, 0, 1, 1, 0, 0)",121,122,67,0.8107018692192413,0.5640133404926727,1.2530767
237,"(0, 0, 1, 1, 1, 0, 1, 1, 0, 1)",55,88,53,1.265823237577071,1.1121590358789477,1.2810885
238,"(0, 0, 1, 1, 1, 0, 1, 1, 1, 0)",57,48,20,0.6339158461442878,0.1326061072268263,1.2048802
239,"(0, 0, 1, 1, 1, 0, 1, 1, 1, 1)",34,46,44,1.097338098800725,1.3998411083307287,1.2566535
240,"(0, 0, 1, 1, 1, 1, 0, 0, 0, 0)",81,12,5,-1.039231331222636,-1.4664330979863758,-0.69309807
241,"(0, 0, 1, 1, 1, 1, 0, 0, 0, 1)",54,24,18,0.01408119821581022,0.08563247398379215,-0.5334517
242,"(0, 0, 1, 1, 1, 1, 0, 0, 1, 0)",36,1,8,-2.1152321735041983,-0.2651666552581824,-0.77532494
243,"(0, 0, 1, 1, 1, 1, 0, 0, 1, 1)",50,8,0,-0.932062496808026,-2.783298952674503,-0.6814525
244,"(0, 0, 1, 1, 1, 1, 0, 1, 0, 0)",121,36,15,-0.3905645735089518,-0.8829056424436525,-0.7881104
245,"(0, 0, 1, 1, 1, 1, 0, 1, 0, 1)",141,21,28,-1.0622460456628646,-0.4400045475649641,-0.7054739
246,"(0, 0, 1, 1, 1, 1, 0, 1, 1, 0)",118,13,8,-1.3375276049161904,-1.4333722357254874,-0.8280214
247,"(0, 0, 1, 1, 1, 1, 0, 1, 1, 1)",101,13,10,-1.1833769250889319,-1.0785508604360778,-0.7823175
248,"(0, 0, 1, 1, 1, 1, 1, 0, 0, 0)",130,180,99,1.1258382666447546,0.8784995428367626,1.0570772
249,"(0, 0, 1, 1, 1, 1, 1, 0, 0, 1)",77,174,62,1.6106157058140027,0.9349525797517636,1.1780581
250,"(0, 0, 1, 1, 1, 1, 1, 0, 1, 0)",71,74,28,0.8433605531003356,0.23915639102024133,0.87334013
251,"(0, 0, 1, 1, 1, 1, 1, 0, 1, 1)",18,33,24,1.3844601040298015,1.422963525751583,1.0718939
252,"(0, 0, 1, 1, 1, 1, 1, 1, 0, 0)",116,80,77,0.434813778454763,0.7430615719416582,0.82039094
253,"(0, 0, 1, 1, 1, 1, 1, 1, 0, 1)",96,55,74,0.25317927081184666,0.8913038150827503,1.0393815
254,"(0, 0, 1, 1, 1, 1, 1, 1, 1, 0)",65,69,47,0.8613790586030138,0.830072948931288,0.5331564
255,"(0, 0, 1, 1, 1, 1, 1, 1, 1, 1)",110,98,59,0.6881282074023362,0.5333410409595892,0.8458127
256,"(0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",1948,1644,1109,0.6329625222719919,0.5855702748486417,1.0710835
257,"(0, 1, 0, 0, 0, 0, 0, 0, 0, 1)",1865,2938,2052,1.2568108435917087,1.244031715661467,1.1857536
258,"(0, 1, 0, 0, 0, 0, 0, 0, 1, 0)",1318,740,413,0.22591003115885266,-0.0102364988421777,0.89539194
259,"(0, 1, 0, 0, 0, 0, 0, 0, 1, 1)",1158,1947,1289,1.321784199442809,1.2556113340657886,1.0851705
260,"(0, 1, 0, 0, 0, 0, 0, 1, 0, 0)",2615,2168,1451,0.6151583568298655,0.5598221628574747,0.8444129
261,"(0, 1, 0, 0, 0, 0, 0, 1, 0, 1)",2313,2696,1915,0.9557009739661885,0.9597887308270066,1.054244
262,"(0, 1, 0, 0, 0, 0, 0, 1, 1, 0)",2020,1252,656,0.3244867960725276,0.02486298113081209,0.5651105
263,"(0, 1, 0, 0, 0, 0, 0, 1, 1, 1)",1526,1709,1093,0.9157269028581536,0.8150623578131166,0.86890817
264,"(0, 1, 0, 0, 0, 0, 1, 0, 0, 0)",1839,2518,2129,1.1166349843296592,1.294883088150262,1.3053865
265,"(0, 1, 0, 0, 0, 0, 1, 0, 0, 1)",1332,1880,1388,1.146910067702402,1.1896787026254576,1.3069836
266,"(0, 1, 0, 0, 0, 0, 1, 0, 1, 0)",1033,1289,1057,1.0237460008674237,1.1714722373996929,1.3025434
267,"(0, 1, 0, 0, 0, 0, 1, 0, 1, 1)",1060,1408,1185,1.0862069318647776,1.2599011209935103,1.3055927
268,"(0, 1, 0, 0, 0, 0, 1, 1, 0, 0)",2723,3794,2832,1.1341215811404077,1.1877615126109362,1.3016114
269,"(0, 1, 0, 0, 0, 0, 1, 1, 0, 1)",1953,2764,2154,1.1497006399337875,1.2464388499849428,1.3051363
270,"(0, 1, 0, 0, 0, 0, 1, 1, 1, 0)",1724,2510,1854,1.1779925882722053,1.2211843256258978,1.2953525
271,"(0, 1, 0, 0, 0, 0, 1, 1, 1, 1)",1545,1955,1503,1.0377691800274758,1.1209839554122405,1.3020661
272,"(0, 1, 0, 0, 0, 1, 0, 0, 0, 0)",2917,1075,647,-0.19510942978092083,-0.3562363526806336,0.055106103
273,"(0, 1, 0, 0, 0, 1, 0, 0, 0, 1)",2552,2649,1576,0.8398290603188645,0.6667818497713771,0.44175333
274,"(0, 1, 0, 0, 0, 1, 0, 0, 1, 0)",2147,638,402,-0.4098494426711401,-0.5248292136322497,-0.26431996
275,"(0, 1, 0, 0, 0, 1, 0, 0, 1, 1)",1821,1466,913,0.5858232589031585,0.45866717368406906,0.09175506
276,"(0, 1, 0, 0, 0, 1, 0, 1, 0, 0)",3831,1353,907,-0.23778512703845056,-0.2913710804396352,-0.32615995
277,"(0, 1, 0, 0, 0, 1, 0, 1, 0, 1)",3439,1092,674,-0.3440067036108252,-0.47998737944509173,0.01417011
278,"(0, 1, 0, 0, 0, 1, 0, 1, 1, 0)",2726,966,563,-0.23422032881221377,-0.4273764512977072,-0.54845333
279,"(0, 1, 0, 0, 0, 1, 0, 1, 1, 1)",2291,683,425,-0.40668360163199946,-0.5342140515154372,-0.29764467
280,"(0, 1, 0, 0, 0, 1, 1, 0, 0, 0)",2413,3293,2222,1.1133560676601892,1.0660991923565424,1.2744739
281,"(0, 1, 0, 0, 0, 1, 1, 0, 0, 1)",2014,3091,2200,1.2307374939066098,1.2368192871955008,1.2917583
282,"(0, 1, 0, 0, 0, 1, 1, 0, 1, 0)",1651,1914,1341,0.9502695061139035,0.9407010435005264,1.2443199
283,"(0, 1, 0, 0, 0, 1, 1, 0, 1, 1)",1470,2329,1738,1.2624643845383892,1.315894473802668,1.2766906
284,"(0, 1, 0, 0, 0, 1, 1, 1, 0, 0)",3314,3706,2534,0.9143038591108498,0.8802626934551432,1.2345998
285,"(0, 1, 0, 0, 0, 1, 1, 1, 0, 1)",3017,3206,2037,0.8632801189454411,0.7559012545046985,1.2717874
286,"(0, 1, 0, 0, 0, 1, 1, 1, 1, 0)",2537,2533,1522,0.8009612711868318,0.6378323846706515,1.1713748
287,"(0, 1, 0, 0, 0, 1, 1, 1, 1, 1)",2002,2078,1341,0.839779510772275,0.7480416619156314,1.23933
288,"(0, 1, 0, 0, 1, 0, 0, 0, 0, 0)",136,76,50,0.22636305460563932,0.1603713869460235,0.75300074
289,"(0, 1, 0, 0, 1, 0, 0, 0, 0, 1)",158,263,144,1.309583459506165,1.0563562202501655,0.99665916
290,"(0, 1, 0, 0, 1, 0, 0, 0, 1, 0)",101,38,20,-0.15887260857454433,-0.4319236955110255,0.44629532
291,"(0, 1, 0, 0, 1, 0, 0, 0, 1, 1)",86,159,105,1.4118042551593235,1.346057655507306,0.7808387
292,"(0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",208,128,88,0.3200167109769415,0.29482879781715143,0.36932158
293,"(0, 1, 0, 0, 1, 0, 0, 1, 0, 1)",157,190,115,0.9922169535997435,0.8395218381292204,0.72042346
294,"(0, 1, 0, 0, 1, 0, 0, 1, 1, 0)",124,59,16,0.06856938349987995,-0.8465737131962623,0.018755734
295,"(0, 1, 0, 0, 1, 0, 0, 1, 1, 1)",201,134,68,0.3995456396173051,0.07436548724587722,0.40571493
296,"(0, 1, 0, 0, 1, 0, 1, 0, 0, 0)",145,293,214,1.5025117042104257,1.535558086469149,1.2997959
297,"(0, 1, 0, 0, 1, 0, 1, 0, 0, 1)",56,107,69,1.4416185178697498,1.3539706542646315,1.3042465
298,"(0, 1, 0, 0, 1, 0, 1, 0, 1, 0)",113,155,173,1.116196117435122,1.5713835308698563,1.2919025
299,"(0, 1, 0, 0, 1, 0, 1, 0, 1, 1)",35,93,68,1.7623144023939743,1.799114246190972,1.3003697
300,"(0, 1, 0, 0, 1, 0, 1, 1, 0, 0)",189,310,246,1.2953073985988284,1.4108909445173137,1.2893225
301,"(0, 1, 0, 0, 1, 0, 1, 1, 0, 1)",167,281,210,1.320481650114935,1.37642083412263,1.2990993
302,"(0, 1, 0, 0, 1, 0, 1, 1, 1, 0)",185,230,233,1.0192095953886726,1.3781011216943229,1.2721004
303,"(0, 1, 0, 0, 1, 0, 1, 1, 1, 1)",105,189,124,1.3861235366284994,1.3134013232400568,1.2905802
304,"(0, 1, 0, 0, 1, 1, 0, 0, 0, 0)",172,76,39,-0.006947614064014673,-0.31588546033402,-0.41660875
305,"(0, 1, 0, 0, 1, 1, 0, 0, 0, 1)",242,215,103,0.6847555229236969,0.29985613585064685,-0.106114686
306,"(0, 1, 0, 0, 1, 1, 0, 0, 1, 0)",163,54,23,-0.28999468401164696,-0.7732859174264302,-0.6081331
307,"(0, 1, 0, 0, 1, 1, 0, 0, 1, 1)",145,106,46,0.4917607713336502,0.015067660051544696,-0.39141554
308,"(0, 1, 0, 0, 1, 1, 0, 1, 0, 0)",288,83,67,-0.43307133068903814,-0.29839230288650276,-0.64024925
309,"(0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",331,164,55,0.1033490635641725,-0.6312565981315168,-0.44387853
310,"(0, 1, 0, 0, 1, 1, 0, 1, 1, 0)",291,66,34,-0.6695226242972352,-0.9728790607290456,-0.7450144
311,"(0, 1, 0, 0, 1, 1, 0, 1, 1, 1)",183,88,29,0.0762391707032346,-0.6652116958970076,-0.625615
312,"(0, 1, 0, 0, 1, 1, 1, 0, 0, 0)",226,364,178,1.2774858946811691,0.9109624684091749,1.2158988
313,"(0, 1, 0, 0, 1, 1, 1, 0, 0, 1)",134,200,164,1.2005686882007267,1.349197375511974,1.2622895
314,"(0, 1, 0, 0, 1, 1, 1, 0, 1, 0)",128,158,99,1.0116303564386397,0.8938844616762419,1.1379704
315,"(0, 1, 0, 0, 1, 1, 1, 0, 1, 1)",97,191,132,1.47506645193729,1.4539083296010045,1.2217767
316,"(0, 1, 0, 0, 1, 1, 1, 1, 0, 0)",302,299,217,0.7925882277269123,0.8192889373295426,1.1136279
317,"(0, 1, 0, 0, 1, 1, 1, 1, 0, 1)",248,206,133,0.6178044553807418,0.5289135835360265,1.2088037
318,"(0, 1, 0, 0, 1, 1, 1, 1, 1, 0)",242,210,193,0.6613352487155985,0.9233233957726024,0.9638382
319,"(0, 1, 0, 0, 1, 1, 1, 1, 1, 1)",218,143,88,0.38328012833958014,0.24809131996546152,1.1254281
320,"(0, 1, 0, 1, 0, 0, 0, 0, 0, 0)",1519,1763,1116,0.9514121813064949,0.8404628652787013,1.1746256
321,"(0, 1, 0, 1, 0, 0, 0, 0, 0, 1)",1137,1884,1421,1.3071940437759153,1.3713186757267326,1.2410232
322,"(0, 1, 0, 1, 0, 0, 0, 0, 1, 0)",769,740,557,0.7641486690284378,0.826495127583404,1.0659982
323,"(0, 1, 0, 1, 0, 0, 0, 0, 1, 1)",602,1131,800,1.4323626206160232,1.4324704303909965,1.1829658
324,"(0, 1, 0, 1, 0, 0, 0, 1, 0, 0)",1912,2341,1661,1.0048711332974902,1.0078756860249631,1.0327907
325,"(0, 1, 0, 1, 0, 0, 0, 1, 0, 1)",1446,2182,1587,1.2137461884985403,1.2415095952254198,1.1645862
326,"(0, 1, 0, 1, 0, 0, 0, 1, 1, 0)",1386,1139,865,0.6064236796537898,0.6775131682974261,0.83565307
327,"(0, 1, 0, 1, 0, 0, 0, 1, 1, 1)",945,1264,875,1.0931233906898226,1.071650201934336,1.048846
328,"(0, 1, 0, 1, 0, 0, 1, 0, 0, 0)",1228,1959,1418,1.2692822012386085,1.2922782476438304,1.3068364
329,"(0, 1, 0, 1, 0, 0, 1, 0, 0, 1)",1060,1954,1504,1.4137168923855632,1.4981077186188156,1.3076924
330,"(0, 1, 0, 1, 0, 0, 1, 0, 1, 0)",797,1096,773,1.120764421405502,1.117989956189741,1.3053114
331,"(0, 1, 0, 1, 0, 0, 1, 0, 1, 1)",505,901,696,1.3806164093552384,1.468775421522881,1.3069469
332,"(0, 1, 0, 1, 0, 0, 1, 1, 0, 0)",1666,2458,2068,1.191267718045479,1.3645664750445716,1.304811
333,"(0, 1, 0, 1, 0, 0, 1, 1, 0, 1)",1316,2115,1580,1.2767096498149895,1.3312278155160135,1.3067024
334,"(0, 1, 0, 1, 0, 0, 1, 1, 1, 0)",952,1600,1364,1.3213073679225928,1.5078214840146806,1.3014457
335,"(0, 1, 0, 1, 0, 0, 1, 1, 1, 1)",921,1338,1045,1.175671680714659,1.274710101118097,1.3050549
336,"(0, 1, 0, 1, 0, 1, 0, 0, 0, 0)",1994,1236,690,0.3245836016486044,0.08826717449352861,0.3931598
337,"(0, 1, 0, 1, 0, 1, 0, 0, 0, 1)",1455,1641,963,0.9227606198358226,0.7361697459037368,0.73943055
338,"(0, 1, 0, 1, 0, 1, 0, 0, 1, 0)",1207,474,310,-0.1308680158800387,-0.2084017862657035,0.0424276
339,"(0, 1, 0, 1, 0, 1, 0, 0, 1, 1)",1258,1297,716,0.8330454217997685,0.5855294866050959,0.42928284
340,"(0, 1, 0, 1, 0, 1, 0, 1, 0, 0)",2459,909,594,-0.19193347083543233,-0.2708285433309561,-0.033928335
341,"(0, 1, 0, 1, 0, 1, 0, 1, 0, 1)",2299,838,541,-0.20591513686995455,-0.2968717204277722,0.35189116
342,"(0, 1, 0, 1, 0, 1, 0, 1, 1, 0)",1780,521,348,-0.42472413682694254,-0.48133168103741175,-0.33586597
343,"(0, 1, 0, 1, 0, 1, 0, 1, 1, 1)",1777,503,353,-0.4581295894224009,-0.46542082289025277,0.0016602874
344,"(0, 1, 0, 1, 0, 1, 1, 0, 0, 0)",1738,2497,1764,1.1647187349113204,1.1633671350629367,1.2901542
345,"(0, 1, 0, 1, 0, 1, 1, 0, 0, 1)",1328,2125,1475,1.2723540587687283,1.253435626496995,1.299509
346,"(0, 1, 0, 1, 0, 1, 1, 0, 1, 0)",969,1318,848,1.1098716397999664,1.0152897948637414,1.2736669
347,"(0, 1, 0, 1, 0, 1, 1, 0, 1, 1)",962,1371,862,1.1565099550677853,1.038887959335125,1.291358
348,"(0, 1, 0, 1, 0, 1, 1, 1, 0, 0)",2240,3030,2038,1.1045089618369566,1.0540639768233508,1.2683063
349,"(0, 1, 0, 1, 0, 1, 1, 1, 0, 1)",2038,2616,1550,1.0521076905357711,0.8749670726519063,1.2886939
350,"(0, 1, 0, 1, 0, 1, 1, 1, 1, 0)",1535,1981,1341,1.0574633597623961,1.0135060838738321,1.2328804
351,"(0, 1, 0, 1, 0, 1, 1, 1, 1, 1)",1477,1983,1259,1.0969637449167515,0.9889485784871992,1.2709177
352,"(0, 1, 0, 1, 1, 0, 0, 0, 0, 0)",118,205,121,1.3512912342581322,1.1734242316715497,0.9711975
353,"(0, 1, 0, 1, 1, 0, 0, 0, 0, 1)",161,353,243,1.5842391364814707,1.5580985701106405,1.1296729
354,"(0, 1, 0, 1, 1, 0, 0, 0, 1, 0)",64,58,38,0.7056887325901627,0.6377010562838319,0.7430832
355,"(0, 1, 0, 1, 1, 0, 0, 0, 1, 1)",39,91,51,1.6354476815151844,1.4108909445173137,0.9902407
356,"(0, 1, 0, 1, 1, 0, 0, 1, 0, 0)",144,103,78,0.4701957153008786,0.5412407900962697,0.6799873
357,"(0, 1, 0, 1, 1, 0, 0, 1, 0, 1)",99,152,79,1.2278062939844245,0.9253831287356129,0.94858456
358,"(0, 1, 0, 1, 1, 0, 0, 1, 1, 0)",85,41,54,0.0858608806099409,0.7015125690287858,0.35656333
359,"(0, 1, 0, 1, 1, 0, 0, 1, 1, 1)",82,101,70,1.0086707640677535,0.99236594929454,0.7101383
360,"(0, 1, 0, 1, 1, 0, 1, 0, 0, 0)",77,95,92,1.010177923358325,1.3244173465134867,1.3038357
361,"(0, 1, 0, 1, 1, 0, 1, 0, 0, 1)",83,195,152,1.649836418967284,1.7481478025989445,1.3062251
362,"(0, 1, 0, 1, 1, 0, 1, 0, 1, 0)",92,141,96,1.2257661230280852,1.1906381653999494,1.2995869
363,"(0, 1, 0, 1, 1, 0, 1, 0, 1, 1)",58,160,92,1.8064054796588238,1.6035887292973592,1.3041439
364,"(0, 1, 0, 1, 1, 0, 1, 1, 0, 0)",110,118,105,0.8721318503792755,1.1024355728495556,1.2981946
365,"(0, 1, 0, 1, 1, 0, 1, 1, 0, 1)",167,174,160,0.8433605531003356,1.1059670656310268,1.3034612
366,"(0, 1, 0, 1, 1, 0, 1, 1, 1, 0)",89,153,151,1.3396814906634444,1.672597530565834,1.2888641
367,"(0, 1, 0, 1, 1, 0, 1, 1, 1, 1)",61,119,91,1.4628959163170348,1.5431808720537714,1.2988737
368,"(0, 1, 0, 1, 1, 1, 0, 0, 0, 0)",141,59,56,-0.05894393679907972,0.23575089028311214,-0.15133238
369,"(0, 1, 0, 1, 1, 1, 0, 0, 0, 1)",102,60,84,0.27868343452375577,0.9564489483105032,0.2246716
370,"(0, 1, 0, 1, 1, 1, 0, 0, 1, 0)",105,49,16,0.05112246989615932,-0.6816990700060286,-0.42515075
371,"(0, 1, 0, 1, 1, 1, 0, 0, 1, 1)",77,36,20,0.05674764453471304,-0.16365970891634607,-0.11791909
372,"(0, 1, 0, 1, 1, 1, 0, 1, 0, 0)",188,48,29,-0.5473881583689355,-0.6920229533476645,-0.4748038
373,"(0, 1, 0, 1, 1, 1, 0, 1, 0, 1)",167,75,37,0.00930791946315257,-0.3378511396270505,-0.18814415
374,"(0, 1, 0, 1, 1, 1, 0, 1, 1, 0)",156,29,28,-0.8525098651060723,-0.5404232953120114,-0.6451639
375,"(0, 1, 0, 1, 1, 1, 0, 1, 1, 1)",155,60,37,-0.13644358449614546,-0.2637431674733286,-0.4520353
376,"(0, 1, 0, 1, 1, 1, 1, 0, 0, 0)",161,259,150,1.2756238543632241,1.0782101816323628,1.2579291
377,"(0, 1, 0, 1, 1, 1, 1, 0, 0, 1)",104,119,75,0.9360699512046029,0.8252996701786304,1.2835178
378,"(0, 1, 0, 1, 1, 1, 1, 0, 1, 0)",89,110,80,1.0122590895621495,1.0431661643919963,1.2137641
379,"(0, 1, 0, 1, 1, 1, 1, 0, 1, 1)",70,107,70,1.2219899086629846,1.1485266800498226,1.2612
380,"(0, 1, 0, 1, 1, 1, 1, 1, 0, 0)",296,356,208,0.9865422015570198,0.797128793211934,1.1996547
381,"(0, 1, 0, 1, 1, 1, 1, 1, 0, 1)",174,209,138,0.984860115374035,0.9182146392570003,1.2539701
382,"(0, 1, 0, 1, 1, 1, 1, 1, 1, 0)",109,130,104,0.9772555159888157,1.1020066644149298,1.1093603
383,"(0, 1, 0, 1, 1, 1, 1, 1, 1, 1)",112,58,46,0.15268818377345938,0.27128646304754056,1.2065134
384,"(0, 1, 1, 0, 0, 0, 0, 0, 0, 0)",3454,3208,1936,0.7286754634881669,0.5698446072550482,1.0947909
385,"(0, 1, 1, 0, 0, 0, 0, 0, 0, 1)",2696,3667,2828,1.1100450688167058,1.1963099282116598,1.1986575
386,"(0, 1, 1, 0, 0, 0, 0, 0, 1, 0)",2115,1433,956,0.4134787867614561,0.35504727852458684,0.93325675
387,"(0, 1, 1, 0, 0, 0, 0, 0, 1, 1)",1790,2947,1853,1.3008914098285957,1.1830980241149114,1.1076162
388,"(0, 1, 1, 0, 0, 0, 0, 1, 0, 0)",4485,4390,3004,0.7811341140616441,0.7478428119389768,0.88583386
389,"(0, 1, 1, 0, 0, 0, 0, 1, 0, 1)",3578,4708,2998,1.076930698057609,0.9717221480328059,1.0794345
390,"(0, 1, 1, 0, 0, 0, 0, 1, 1, 0)",2895,1901,1292,0.38211404817980893,0.34216130531607314,0.6214904
391,"(0, 1, 1, 0, 0, 0, 0, 1, 1, 1)",2584,2599,1607,0.8083244956471243,0.6737923428462047,0.9086517
392,"(0, 1, 1, 0, 0, 0, 1, 0, 0, 0)",2889,4230,3202,1.18372042819367,1.2513580485525029,1.3057318
393,"(0, 1, 1, 0, 0, 0, 1, 0, 0, 1)",2209,3459,2661,1.250814632120052,1.334611884493081,1.3071525
394,"(0, 1, 1, 0, 0, 0, 1, 0, 1, 0)",1740,2289,1950,1.0766307153601766,1.2624090809047448,1.3032022
395,"(0, 1, 1, 0, 0, 0, 1, 0, 1, 1)",1482,2391,1898,1.2806013315126705,1.3957870487241764,1.3059152
396,"(0, 1, 1, 0, 0, 0, 1, 1, 0, 0)",4112,6275,4955,1.2251187042025795,1.3349729545684315,1.3023729
397,"(0, 1, 1, 0, 0, 0, 1, 1, 0, 1)",3205,4587,3386,1.1609587036598434,1.2034471996980962,1.3055091
398,"(0, 1, 1, 0, 0, 0, 1, 1, 1, 0)",2518,3582,3049,1.154876999532424,1.3398062732986697,1.2968013
399,"(0, 1, 1, 0, 0, 0, 1, 1, 1, 1)",2235,2964,2159,1.0847270357369165,1.1139463464530435,1.3027773
400,"(0, 1, 1, 0, 0, 1, 0, 0, 0, 0)",4763,1769,1189,-0.18756954632723555,-0.23860766431979297,0.1181615
401,"(0, 1, 1, 0, 0, 1, 0, 0, 0, 1)",4096,3334,1812,0.5967562393829334,0.3332546132578026,0.5022455
402,"(0, 1, 1, 0, 0, 1, 0, 0, 1, 0)",3173,781,661,-0.5983546019609629,-0.4189556650995234,-0.21149796
403,"(0, 1, 1, 0, 0, 1, 0, 0, 1, 1)",2857,2137,1124,0.5122872916752582,0.21618763619853043,0.15525642
404,"(0, 1, 1, 0, 0, 1, 0, 1, 0, 0)",6430,1776,1211,-0.48366493940013155,-0.5203314794557807,-0.27666527
405,"(0, 1, 1, 0, 0, 1, 0, 1, 0, 1)",5662,1670,1097,-0.417992978938331,-0.4919367639945065,0.07655293
406,"(0, 1, 1, 0, 0, 1, 0, 1, 1, 0)",4753,1230,733,-0.5486209631556054,-0.719705939255801,-0.5146462
407,"(0, 1, 1, 0, 0, 1, 0, 1, 1, 1)",4088,1097,763,-0.5122715397150859,-0.5289612511482993,-0.24656034
408,"(0, 1, 1, 0, 0, 1, 1, 0, 0, 0)",4142,4591,3100,0.905434054502081,0.8588311570728697,1.278189
409,"(0, 1, 1, 0, 0, 1, 1, 0, 0, 1)",3363,4832,3063,1.1648752093323258,1.0551171898174658,1.2936
410,"(0, 1, 1, 0, 0, 1, 1, 0, 1, 0)",2407,3351,2396,1.1332992137533422,1.1439481080554954,1.2512388
411,"(0, 1, 1, 0, 0, 1, 1, 0, 1, 1)",2116,3099,2155,1.183940677918453,1.1667813409438452,1.2801671
412,"(0, 1, 1, 0, 0, 1, 1, 1, 0, 0)",5699,6746,4360,0.9711703453848644,0.8807618940699475,1.2425337
413,"(0, 1, 1, 0, 0, 1, 1, 1, 0, 1)",4751,5145,3117,0.8821926903792889,0.7271528686250636,1.2757914
414,"(0, 1, 1, 0, 0, 1, 1, 1, 1, 0)",3593,4439,3119,1.0139271466628466,1.0070938935098463,1.1857002
415,"(0, 1, 1, 0, 0, 1, 1, 1, 1, 1)",2903,3107,1918,0.8704288941229318,0.7342418001128359,1.2467711
416,"(0, 1, 1, 0, 1, 0, 0, 0, 0, 0)",313,185,128,0.2788922463850282,0.25894609850324146,0.80016595
417,"(0, 1, 1, 0, 1, 0, 0, 0, 0, 1)",165,268,173,1.2852621498253762,1.1955941909078083,1.0267209
418,"(0, 1, 1, 0, 1, 0, 0, 0, 1, 0)",138,76,46,0.21187004730307246,0.06420034862918955,0.50666386
419,"(0, 1, 1, 0, 1, 0, 0, 0, 1, 1)",140,221,105,1.2564560500741915,0.8632058837837214,0.82634115
420,"(0, 1, 1, 0, 1, 0, 0, 1, 0, 0)",314,168,119,0.17986463467752078,0.18344578400623546,0.43149823
421,"(0, 1, 1, 0, 1, 0, 0, 1, 0, 1)",323,287,201,0.6847555229236969,0.676050861658698,0.7694379
422,"(0, 1, 1, 0, 1, 0, 0, 1, 1, 0)",214,50,35,-0.6362738368232566,-0.6385924096217301,0.08122298
423,"(0, 1, 1, 0, 1, 0, 0, 1, 1, 1)",216,73,65,-0.2732937017562094,-0.041715931464211264,0.46711326
424,"(0, 1, 1, 0, 1, 0, 1, 0, 0, 0)",271,397,302,1.1831884975685207,1.2564574192631945,1.3007572
425,"(0, 1, 1, 0, 1, 0, 1, 0, 0, 1)",170,350,279,1.5216612255432864,1.6416527267164123,1.3047177
426,"(0, 1, 1, 0, 1, 0, 1, 0, 1, 0)",144,246,163,1.3351931527874832,1.2716593654534467,1.2937284
